Name,Location,Price,Area,Rooms,Interior
Flat Mauritsstraat,3012 CH Rotterdam (Cool),"€1,650 per month",30 m²,2 rooms,Furnished
Flat Bergweg 138 A 02,3036 BJ Rotterdam (Oude Noorden),"€1,995 per month",128 m²,6 rooms,Upholstered
Flat G.H. Betzweg,3068 AZ Rotterdam (Oosterflank),"€1,405 per month",56 m²,2 rooms,Furnished
Flat Vijverhofstraat,3032 SM Rotterdam (Agniesebuurt),"€1,295 per month",26 m²,2 rooms,Furnished
Flat Piekstraat 233,3071 EL Rotterdam (Feijenoord),"€2,250 per month",93 m²,3 rooms,Upholstered
Flat Piekstraat 183,3071 EL Rotterdam (Feijenoord),"€1,850 per month",72 m²,2 rooms,Upholstered
Flat Piekstraat 179,3071 EL Rotterdam (Feijenoord),"€2,475 per month",103 m²,3 rooms,Upholstered
Flat Piekstraat 117,3071 EL Rotterdam (Feijenoord),"€2,475 per month",109 m²,3 rooms,Upholstered
Flat Piekstraat 211,3071 EL Rotterdam (Feijenoord),"€2,475 per month",106 m²,3 rooms,Upholstered
Flat Piekstraat 109,3071 EL Rotterdam (Feijenoord),"€2,250 per month",91 m²,3 rooms,Upholstered
Flat Piekstraat 143,3071 EL Rotterdam (Feijenoord),"€1,995 per month",82 m²,2 rooms,Upholstered
Flat Randstraat 7,3074 BE Rotterdam (Hillesluis),"€1,000 per month",59 m²,3 rooms,Upholstered
Flat André van der Louwbrug,3011 WM Rotterdam (Stadsdriehoek),"€1,716 per month",55 m²,2 rooms,
Flat Luzacstraat 5 A 02,3038 VT Rotterdam (Bergpolder),"€1,281 per month",72 m²,3 rooms,Upholstered
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat Ceintuurbaan 167,3051 KC Rotterdam (Hillegersberg Zuid),"€1,994 per month",98 m²,5 rooms,Upholstered
Flat Schieweg 183 A 03,3038 AS Rotterdam (Bergpolder),"€2,195 per month",90 m²,3 rooms,Upholstered
Flat Vissersdijk,3011 GW Rotterdam (Stadsdriehoek),"€2,950 per month",147 m²,4 rooms,Furnished
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"€1,850 per month",50 m²,1 room,Furnished
Flat Philips Willemstraat,3051 PR Rotterdam (Hillegersberg Zuid),"€1,395 per month",50 m²,2 rooms,Furnished
Flat Baan,3011 CB Rotterdam (Stadsdriehoek),"€2,495 per month",76 m²,3 rooms,Upholstered
Flat Baan,3011 CB Rotterdam (Stadsdriehoek),"€2,395 per month",73 m²,3 rooms,Upholstered
Flat Paradijslaan,3034 ST Rotterdam (Nieuw Crooswijk),"€1,795 per month",76 m²,2 rooms,Upholstered
Flat Crooswijksesingel,3034 CH Rotterdam (Rubroek),"€2,484 per month",101 m²,3 rooms,Furnished
Studio Spoorsingel,3033 GL Rotterdam (Provenierswijk),"€1,100 per month",25 m²,2 rooms,Furnished
Studio Mathenesserweg,3027 HG Rotterdam (Spangen),"€1,200 per month",38 m²,2 rooms,Furnished
Flat Pompenburg,3032 EM Rotterdam (Oude Noorden),"€2,500 per month",91 m²,3 rooms,Furnished
Flat Robert Baeldestraat,3061 TH Rotterdam (Kralingen West),"€1,022 per month",92 m²,4 rooms,Furnished
Studio Westblaak,3012 KC Rotterdam (Cool),€575 per month,23 m²,2 rooms,Furnished
Flat G.H. Betzweg,3068 AZ Rotterdam (Oosterflank),"€1,335 per month",45 m²,2 rooms,Furnished
Flat Kruisplein,3012 CC Rotterdam (Cool),"€3,295 per month",125 m²,3 rooms,Furnished
Flat Amethiststraat,3051 VB Rotterdam (Hillegersberg Zuid),"€2,100 per month",102 m²,3 rooms,Furnished
House Kees van Hasseltstraat,3056 PC Rotterdam (Terbregge),"€3,475 per month",169 m²,5 rooms,Furnished
Flat Handelsplein,3071 PR Rotterdam (Kop van Zuid - Entrepot),"€1,850 per month",105 m²,2 rooms,Upholstered
Flat Wijnbrugstraat,3011 XW Rotterdam (Stadsdriehoek),"€2,395 per month",86 m²,3 rooms,Upholstered
Flat Weena 21 D,3013 CB Rotterdam (Stadsdriehoek),"€2,250 per month",90 m²,3 rooms,Furnished
Flat Insulindestraat 73 B 02,3038 JE Rotterdam (Bergpolder),"€1,990 per month",100 m²,3 rooms,Furnished
Flat Kruisplein,3012 CC Rotterdam (Cool),"€2,380 per month",87 m²,3 rooms,Furnished
Flat Philips Willemstraat,3051 PN Rotterdam (Hillegersberg Zuid),"€1,800 per month",75 m²,3 rooms,Upholstered
Flat Baan 34 A 12,3011 CB Rotterdam (Stadsdriehoek),"€1,850 per month",44 m²,2 rooms,Upholstered
Flat Van der Palmstraat 72,3022 VZ Rotterdam (Nieuwe Westen),"€1,400 per month",84 m²,3 rooms,
House Amerbachstraat,3045 RE Rotterdam (Hillegersberg Zuid),"€2,995 per month",184 m²,5 rooms,Furnished
Flat Cleyburchstraat,3039 DA Rotterdam (Blijdorp),"€1,020 per month",55 m²,2 rooms,Upholstered
Flat Oranjeboomstraat,3071 BA Rotterdam (Feijenoord),"€3,295 per month",111 m²,4 rooms,Furnished
Flat Mauritsstraat,3012 CJ Rotterdam (Cool),"€1,308 per month",55 m²,2 rooms,Upholstered
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat Gedempte Zalmhaven,3011 BT Rotterdam (Stadsdriehoek),"€2,370 per month",100 m²,3 rooms,Furnished
Flat Abraham Tuschinskistraat 37,3015 GK Rotterdam (Dijkzigt),"€2,400 per month",70 m²,2 rooms,Upholstered
Flat Kratonkade,3024 EX Rotterdam (Schiemond),"€2,200 per month",82 m²,3 rooms,Furnished
Flat Laan op Zuid,3072 DB Rotterdam (Afrikaanderwijk),"€1,528 per month",87 m²,3 rooms,Furnished
Flat Lepelaarsingel,3083 KP Rotterdam (Carnisse),€531 per month,12 m²,1 room,Furnished
Flat Heymansstraat 55,3076 CE Rotterdam (Lombardijen),€974 per month,65 m²,4 rooms,Shell
Flat Dr. de Visserstraat 84 B2,3038 TX Rotterdam (Bergpolder),"€1,695 per month",97 m²,2 rooms,Furnished
Flat Pretorialaan,3072 ER Rotterdam (Afrikaanderwijk),"€1,865 per month",89 m²,4 rooms,Upholstered
Flat Charlotte de Bourbonlaan,3062 GB Rotterdam (Kralingen Oost),"€2,800 per month",147 m²,7 rooms,Upholstered
House Graaf Florisstraat 76 B,3021 CK Rotterdam (Middelland),"€2,795 per month",143 m²,4 rooms,Furnished
Flat Scheepstimmermanslaan,3016 AD Rotterdam (Nieuwe Werk),"€1,795 per month",76 m²,3 rooms,Upholstered
Flat Boomgaardhof,3012 JJ Rotterdam (Cool),"€2,350 per month",77 m²,3 rooms,Upholstered
Flat Hoogstraat,3011 PH Rotterdam (Stadsdriehoek),"€1,095 per month",56 m²,3 rooms,Upholstered or furnished
Flat Stadhoudersweg,3039 CC Rotterdam (Blijdorp),"€1,595 per month",69 m²,2 rooms,Furnished
Flat Boezemsingel,3034 EA Rotterdam (Oud Crooswijk),"€2,475 per month",61 m²,4 rooms,Upholstered
Flat Cleyburchstraat 28 A,3039 DD Rotterdam (Blijdorp),€750 per month,98 m²,3 rooms,Furnished
Flat Deensestraat 18 C,3028 GH Rotterdam (Oud Mathenesse),€807 per month,54 m²,3 rooms,Upholstered
Flat Baan 42 H,3011 CC Rotterdam (Stadsdriehoek),"€1,850 per month",69 m²,2 rooms,Upholstered
Flat Wilhelminakade,3072 AP Rotterdam (Kop van Zuid),"€2,995 per month",75 m²,2 rooms,Furnished
Flat Vierambachtsstraat,3022 AC Rotterdam (Nieuwe Westen),"€1,200 per month",30 m²,2 rooms,Furnished
Flat Kortenaerstraat,3012 VE Rotterdam (Cool),"€2,095 per month",74 m²,3 rooms,Furnished
Flat Rosestraat,3071 AL Rotterdam (Kop van Zuid - Entrepot),"€2,750 per month",110 m²,4 rooms,Furnished
Flat Verschoorstraat 68 A01 (AZ,3081 JZ Rotterdam (Tarwewijk),€776 per month,20 m²,1 room,Upholstered
Flat Cornelis Bloemaertsingel,3067 NL Rotterdam (Het Lage Land),"€1,750 per month",90 m²,3 rooms,Furnished
House Kees van Hasseltstraat 12,3056 PC Rotterdam (Terbregge),"€4,900 per month",168 m²,6 rooms,Upholstered or furnished
Room Oostzeedijk 336 A 2,3063 CC Rotterdam (Struisenburg),€642 per month,14 m²,9 rooms,Upholstered
Flat Wijnbrugstraat,3011 XW Rotterdam (Stadsdriehoek),"€2,300 per month",70 m²,3 rooms,Furnished
Flat Wijnbrugstraat,3011 XW Rotterdam (Stadsdriehoek),"€2,400 per month",75 m²,3 rooms,Furnished
Flat Kruisplein,3012 CC Rotterdam (Cool),"€1,975 per month",65 m²,2 rooms,Upholstered
Flat Schiedamsesingel,3012 BC Rotterdam (Cool),"€2,500 per month",88 m²,2 rooms,Upholstered
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat Mauritsstraat,3012 CH Rotterdam (Cool),"€2,232 per month",37 m²,3 rooms,Furnished
Flat Buitenbassinweg,3063 TN Rotterdam (De Esch),"€2,400 per month",90 m²,3 rooms,Furnished
Flat 's-Gravenweg,3065 SC Rotterdam ('s-Gravenland),"€1,099 per month",57 m²,2 rooms,Upholstered
Flat Baan,3011 CB Rotterdam (Stadsdriehoek),"€2,750 per month",78 m²,3 rooms,Furnished
Flat Hoogstraat,3011 PE Rotterdam (Stadsdriehoek),"€1,830 per month",66 m²,3 rooms,Furnished
Flat Boompjes,3011 XZ Rotterdam (Stadsdriehoek),"€2,450 per month",76 m²,3 rooms,Upholstered
Room Westblaak,3012 KC Rotterdam (Cool),€457 per month,15 m²,1 room,Furnished
Flat Tollensstraat,3035 NK Rotterdam (Oude Noorden),"€2,400 per month",89 m²,4 rooms,Upholstered
Studio Oudedijk,3061 AB Rotterdam (Kralingen West),"€1,475 per month",20 m²,1 room,Furnished
Flat Staalstraat,3072 AR Rotterdam (Katendrecht),"€2,250 per month",99 m²,4 rooms,Upholstered
Flat De Lairesselaan,3062 PJ Rotterdam (Kralingen Oost),"€2,075 per month",100 m²,3 rooms,Furnished
Flat Regenboogkade,3077 CX Rotterdam (Oud IJsselmonde),"€2,373 per month",88 m²,3 rooms,Upholstered
Flat Ebenhaëzerstraat,3083 RP Rotterdam (Carnisse),€520 per month,28 m²,1 room,Furnished
Flat Wolphaertstraat 62 B,3082 BR Rotterdam (Oud Charlois),"€1,800 per month",50 m²,2 rooms,Furnished
Flat Oranjeboomstraat,3071 BA Rotterdam (Feijenoord),"€1,995 per month",78 m²,2 rooms,Furnished
Flat Karl Weisbardstraat,3015 GM Rotterdam (Dijkzigt),"€3,250 per month",80 m²,3 rooms,Furnished
Flat Wilhelminakade,3072 AP Rotterdam (Kop van Zuid),"€3,495 per month",78 m²,2 rooms,Furnished
Flat Schuttersstraat,3034 RJ Rotterdam (Nieuw Crooswijk),"€1,995 per month",96 m²,3 rooms,Upholstered
Flat Nieuwe Binnenweg,3023 EZ Rotterdam (Nieuwe Westen),"€1,995 per month",96 m²,3 rooms,Upholstered
Flat Boomgaardhof,3012 JJ Rotterdam (Cool),"€2,175 per month",75 m²,2 rooms,Upholstered
Flat Laan op Zuid,3071 AB Rotterdam (Kop van Zuid - Entrepot),"€2,560 per month",100 m²,4 rooms,Furnished
Flat Ungerplein,3033 BR Rotterdam (Provenierswijk),"€1,841 per month",52 m²,3 rooms,Furnished
Flat Ungerplein,3033 BR Rotterdam (Provenierswijk),"€1,642 per month",55 m²,3 rooms,Furnished
Flat Ungerplein,3033 BR Rotterdam (Provenierswijk),"€1,841 per month",67 m²,3 rooms,Furnished
Flat Ungerplein,3033 BR Rotterdam (Provenierswijk),"€3,350 per month",86 m²,4 rooms,Furnished
Flat Ungerplein,3033 BR Rotterdam (Provenierswijk),"€1,821 per month",60 m²,3 rooms,Furnished
House Virginia Gaaipad,3084 BV Rotterdam (Zuiderpark),"€2,750 per month",155 m²,7 rooms,Furnished
Flat Honingerdijk,3063 AH Rotterdam (Struisenburg),"€2,600 per month",106 m²,4 rooms,Upholstered
Flat Ungerplein,3033 BR Rotterdam (Provenierswijk),"€3,450 per month",89 m²,4 rooms,Furnished
Flat Ungerplein,3033 BR Rotterdam (Provenierswijk),"€1,901 per month",60 m²,3 rooms,Furnished
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat Ungerplein,3033 BR Rotterdam (Provenierswijk),"€1,732 per month",67 m²,3 rooms,Furnished
Flat Ungerplein,3033 BR Rotterdam (Provenierswijk),"€2,100 per month",78 m²,2 rooms,Furnished
Flat De Monchyplein,3072 MM Rotterdam (Kop van Zuid),"€2,850 per month",85 m²,3 rooms,Furnished
Flat Boomgaardhof,3012 JJ Rotterdam (Cool),"€2,195 per month",73 m²,2 rooms,Upholstered
Flat Mauritsweg,3012 JV Rotterdam (Cool),"€2,495 per month",50 m²,2 rooms,Furnished
Flat Nancy Zeelenbergsingel 98,3066 GA Rotterdam (Prinsenland),"€4,500 per month",134 m²,3 rooms,
Flat Mathenesserweg,3027 HN Rotterdam (Spangen),"€2,175 per month",101 m²,5 rooms,Upholstered
Flat Nancy Zeelenbergsingel,3066 GA Rotterdam (Prinsenland),"€4,500 per month",134 m²,3 rooms,Furnished
Flat Maashaven N.z. 665,3072 AE Rotterdam (Katendrecht),"€2,950 per month",125 m²,4 rooms,Furnished
Flat Vredehofweg 36 B L,3062 EP Rotterdam (Kralingen Oost),"€2,950 per month",115 m²,4 rooms,Upholstered or furnished
Studio Westblaak,3012 KC Rotterdam (Cool),€760 per month,41 m²,2 rooms,Furnished
Flat Ungerplein,3033 BR Rotterdam (Provenierswijk),"€2,195 per month",86 m²,3 rooms,Furnished
Flat Insulindestraat,3038 JG Rotterdam (Bergpolder),"€2,050 per month",98 m²,3 rooms,Furnished
Flat Molenvliet,3076 CL Rotterdam (Lombardijen),"€2,255 per month",86 m²,4 rooms,Furnished
Flat Voermanweg,3067 JW Rotterdam (Oosterflank),"€1,895 per month",93 m²,3 rooms,Upholstered
Flat Van Oldenbarneveltstraat 135 B 02,3012 GT Rotterdam (Cool),"€2,150 per month",50 m²,2 rooms,Furnished
Flat Noorderhavenkade 155 C 02,3039 RR Rotterdam (Blijdorp),"€2,350 per month",78 m²,3 rooms,Furnished
Flat Bundweg 35,3072 JX Rotterdam (Katendrecht),"€1,547 per month",65 m²,2 rooms,Upholstered
Flat Spinozaweg,3076 EN Rotterdam (Lombardijen),"€1,122 per month",74 m²,3 rooms,Shell
Flat Strevelsweg 57 A,3073 DT Rotterdam (Bloemhof),€972 per month,55 m²,2 rooms,
Flat Goudse Rijweg,3031 CK Rotterdam (Rubroek),"€2,295 per month",92 m²,3 rooms,Furnished
Room Miltonstraat,3076 TH Rotterdam (Lombardijen),€520 per month,10 m²,1 room,Upholstered
Flat Kruiskade 119 G,3012 EG Rotterdam (Cool),"€2,180 per month",84 m²,2 rooms,Upholstered
Flat Churchillplein,3011 EW Rotterdam (Stadsdriehoek),"€2,350 per month",96 m²,3 rooms,
Room Fazantstraat,3083 ZJ Rotterdam (Carnisse),€620 per month,56 m²,1 room,Upholstered
Flat Wilbertoord,3079 JT Rotterdam (Groot IJsselmonde),"€1,016 per month",69 m²,2 rooms,Upholstered
House Voorstraat,3024 RS Rotterdam (Delfshaven),"€3,100 per month",144 m²,6 rooms,Shell
Flat Kabelhof,3072 WJ Rotterdam (Katendrecht),"€2,200 per month",110 m²,3 rooms,Upholstered
Flat Pretorialaan,3072 EE Rotterdam (Afrikaanderwijk),€995 per month,75 m²,3 rooms,Upholstered
Flat Karel Doormanstraat,3012 GD Rotterdam (Cool),"€2,195 per month",74 m²,3 rooms,Furnished
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat Burgemeester Roosstraat,3035 AC Rotterdam (Oude Noorden),"€1,575 per month",33 m²,2 rooms,Furnished
Studio Essenburgsingel,3022 EM Rotterdam (Nieuwe Westen),"€1,275 per month",31 m²,2 rooms,Furnished
Flat Crooswijksesingel,3034 CH Rotterdam (Rubroek),"€2,490 per month",109 m²,3 rooms,Furnished
Flat Schiedamse Vest,3011 BG Rotterdam (Cool),"€2,250 per month",151 m²,3 rooms,Upholstered
House Van der Kloot Meyburgstraat,3067 EP Rotterdam (Het Lage Land),"€2,495 per month",123 m²,6 rooms,Furnished
Flat Frederikstraat 542,3034 LN Rotterdam (Oud Crooswijk),€900 per month,37 m²,2 rooms,Shell
Flat Leo Lashleylaan 40 B,3075 RP Rotterdam (Vreewijk),"€2,495 per month",116 m²,4 rooms,Upholstered
Flat Willem Molenbroekplein,3071 MK Rotterdam (Kop van Zuid),"€2,000 per month",105 m²,3 rooms,
Flat Schiekade,3033 BE Rotterdam (Agniesebuurt),"€2,095 per month",136 m²,2 rooms,Furnished
Flat Frederikstraat 550,3034 LN Rotterdam (Oud Crooswijk),€874 per month,35 m²,2 rooms,Shell
Flat Baljuwplein,3033 XE Rotterdam (Provenierswijk),"€1,995 per month",90 m²,3 rooms,Upholstered
Flat Berberisweg,3053 PL Rotterdam (Schiebroek),"€1,950 per month",114 m²,3 rooms,
House Abraham Kuyperlaan 82 B 02,3038 PN Rotterdam (Bergpolder),"€2,750 per month",114 m²,2 rooms,Furnished
Flat Poolsestraat 19 B,3028 EM Rotterdam (Oud Mathenesse),€787 per month,50 m²,2 rooms,Shell
Room Graaf Florisstraat,3021 CE Rotterdam (Middelland),€759 per month,29 m²,1 room,Upholstered
Flat Prins Hendrikkade 10 N,3071 KB Rotterdam (Noordereiland),"€1,600 per month",76 m²,2 rooms,Upholstered
Flat Kipstraat 51 B,3011 ZX Rotterdam (Stadsdriehoek),"€1,500 per month",70 m²,2 rooms,Shell
Flat 1e Jerichostraat,3061 GD Rotterdam (Kralingen West),"€2,100 per month",80 m²,2 rooms,Upholstered
Flat Wierdsmaplein 38,3072 MD Rotterdam (Kop van Zuid),"€3,495 per month",160 m²,4 rooms,Furnished
Flat Statenweg 62 A,3039 JE Rotterdam (Blijdorp),"€2,750 per month",85 m²,4 rooms,Upholstered
Flat Proveniersstraat,3033 CN Rotterdam (Provenierswijk),"€1,395 per month",25 m²,1 room,Furnished
Room Rubensstraat,3061 ZX Rotterdam (Kralingen West),€600 per month,10 m²,1 room,Upholstered
Flat Lambertusstraat,3062 XA Rotterdam (Kralingen Oost),"€1,995 per month",91 m²,2 rooms,Furnished
Flat West-Kruiskade,3014 AL Rotterdam (Oude Westen),"€1,034 per month",57 m²,2 rooms,Upholstered or furnished
Room Socratesstraat,3076 BZ Rotterdam (Lombardijen),€460 per month,12 m²,1 room,Furnished
Flat Laan op Zuid,3071 AC Rotterdam (Kop van Zuid - Entrepot),"€2,250 per month",118 m²,3 rooms,Furnished
Flat Boergoensevliet,3082 KH Rotterdam (Oud Charlois),"€1,750 per month",83 m²,2 rooms,Furnished
Flat Claes de Vrieselaan,3021 JE Rotterdam (Middelland),"€1,950 per month",67 m²,3 rooms,Furnished
Flat Stadhoudersplein,3039 ER Rotterdam (Blijdorp),"€1,850 per month",85 m²,3 rooms,Upholstered
Flat Boezemsingel,3034 ED Rotterdam (Oud Crooswijk),Price on request,50 m²,2 rooms,Upholstered
Flat Müllerkade,3024 EP Rotterdam (Schiemond),"€1,895 per month",65 m²,3 rooms,Upholstered
Flat Westblaak,3012 KC Rotterdam (Cool),€760 per month,41 m²,2 rooms,Furnished
Flat Gouvernestraat 117 2,3014 PL Rotterdam (Oude Westen),€907 per month,45 m²,3 rooms,Shell
Flat Gouvernestraat 117 1,3014 PL Rotterdam (Oude Westen),€960 per month,45 m²,3 rooms,Shell
Flat Botersloot,3011 HE Rotterdam (Stadsdriehoek),"€2,575 per month",81 m²,3 rooms,Furnished
Flat Moerkerkestraat,3081 RN Rotterdam (Tarwewijk),€807 per month,102 m²,2 rooms,Shell
Flat Laan op Zuid,3071 AC Rotterdam (Kop van Zuid - Entrepot),"€2,175 per month",88 m²,4 rooms,
Flat Bijlwerffstraat 17 A-02,3039 VD Rotterdam (Blijdorp),"€2,950 per month",95 m²,6 rooms,Upholstered
Flat Mattenbiesstraat 92,3056 RH Rotterdam (Terbregge),"€2,550 per month",80 m²,3 rooms,Furnished
Flat Chabotlaan,3055 AE Rotterdam (Molenlaankwartier),"€2,000 per month",101 m²,3 rooms,Furnished
House Zestienhovensekade 197,3043 KM Rotterdam (Overschie),"€2,500 per month",105 m²,3 rooms,Furnished
Flat Karmelweg,3061 KG Rotterdam (Kralingen West),"€1,700 per month",70 m²,3 rooms,Upholstered or furnished
Flat Hoogstraat 88 B,3011 PT Rotterdam (Stadsdriehoek),"€2,750 per month",87 m²,4 rooms,Furnished
Flat Heemraadssingel 237 B,3023 CD Rotterdam (Nieuwe Westen),"€2,995 per month",112 m²,3 rooms,
Flat Admiraliteitskade,3063 EA Rotterdam (Struisenburg),"€2,250 per month",70 m²,4 rooms,Upholstered
Flat Boomgaardhof,3012 JJ Rotterdam (Cool),"€2,350 per month",78 m²,3 rooms,Upholstered
Flat Boomgaardhof,3012 JJ Rotterdam (Cool),"€2,175 per month",79 m²,2 rooms,Upholstered
Flat Baan,3011 CB Rotterdam (Stadsdriehoek),"€3,250 per month",113 m²,3 rooms,Furnished
Flat Socratesstraat,3076 BZ Rotterdam (Lombardijen),"€1,990 per month",55 m²,3 rooms,Furnished
Flat Bruijnstraat,3026 VA Rotterdam (Tussendijken),"€1,449 per month",59 m²,2 rooms,Upholstered
Flat Kralingse Plaslaan,3061 DH Rotterdam (Kralingen West),"€2,150 per month",85 m²,2 rooms,Furnished
Flat Boomgaardhof,3012 JJ Rotterdam (Cool),"€2,195 per month",71 m²,2 rooms,Upholstered
Flat Rijnhavenkade,3072 JS Rotterdam (Katendrecht),"€2,600 per month",81 m²,2 rooms,Furnished
Flat Krabbendijkestraat,3086 LP Rotterdam (Pendrecht),"€1,800 per month",68 m²,4 rooms,Furnished
Flat Kruisplein,3012 CC Rotterdam (Cool),"€2,500 per month",70 m²,2 rooms,Furnished
Flat Van Oldenbarneveltplaats,3012 AJ Rotterdam (Cool),"€1,995 per month",85 m²,3 rooms,Upholstered
Flat Van Oldenbarneveltplaats,3012 AM Rotterdam (Cool),"€2,250 per month",89 m²,4 rooms,Upholstered
