Name,Location,Price,Area,Rooms,Interior
Flat Marnixlaan,3552 HM Utrecht (Geuzenwijk),"€2,150 per month",72 m²,3 rooms,Upholstered
Flat Jansdam 7,"3512 HA Utrecht (Domplein, Neude, Janskerkhof)","€2,250 per month",82 m²,3 rooms,Shell
Flat Vrouwe Justitiaplein,3511 EX Utrecht (Hooch Boulandt),"€2,995 per month",120 m²,3 rooms,Furnished
Flat Londenstraat,3541 CB Utrecht (Leidsche Rijn-Centrum),"€2,150 per month",67 m²,2 rooms,
House Markstraat,"3582 KL Utrecht (Abstede, Tolsteegsingel e.o.)","€2,295 per month",65 m²,3 rooms,Furnished
House Bentheimerstraat 3,3573 SX Utrecht (Voordorp en Voorveldsepolder),"€2,450 per month",90 m²,4 rooms,
House Abel Tasmanstraat,3531 GV Utrecht (Lombok-West),"€2,594 per month",137 m²,5 rooms,Upholstered
Flat Bernadottelaan,3527 GB Utrecht (Kanaleneiland-Noord),"€2,095 per month",122 m²,4 rooms,Shell
Flat Van Heuven Goedhartplein,3527 DK Utrecht (Kanaleneiland-Noord),"€1,440 per month",22 m²,1 room,
House Zuilenstraat,3512 NB Utrecht (Lange Nieuwstraat en omgeving),"€2,070 per month",75 m²,2 rooms,Furnished
Flat Donkerstraat,"3511 KB Utrecht (Lange Elisabethstraat, Mariaplaats en omgeving)","€1,482 per month",78 m²,2 rooms,Furnished
Flat Tannhäuserdreef,3561 HJ Utrecht (Taag- en Rubicondreef en omgeving),"€2,000 per month",80 m²,4 rooms,
House Hoendiepstraat,3522 GD Utrecht (Rivierenwijk),"€2,750 per month",118 m²,5 rooms,Upholstered
House Eduard Künnekehof,3543 HT Utrecht (Terwijde-West),"€2,300 per month",119 m²,4 rooms,Furnished
Flat Westerdijk,3513 EW Utrecht (Pijlsweerd-Zuid),"€2,450 per month",90 m²,3 rooms,Upholstered
Flat Parijsboulevard,3541 CX Utrecht (Leidsche Rijn-Centrum),"€2,595 per month",89 m²,3 rooms,Furnished
Flat Stadionlaan,3583 RB Utrecht (Rubenslaan en omgeving),"€2,350 per month",100 m²,4 rooms,Upholstered
House Leo Fallplantsoen 42,3543 HH Utrecht (Terwijde-West),"€2,600 per month",173 m²,6 rooms,Furnished
Flat Adikade,"3531 WS Utrecht (Laan van Nieuw-Guinea, Spinozaweg e.o.)","€2,275 per month",113 m²,4 rooms,Upholstered
House Socrateslaan 8,3522 EG Utrecht (Rivierenwijk),"€2,200 per month",120 m²,6 rooms,Shell
Flat Nieuwegracht,3512 LS Utrecht (Nieuwegracht-Oost),"€2,700 per month",95 m²,3 rooms,Furnished
Flat Jan van Zutphenlaan,3555 RA Utrecht (Zuilen-Noord),"€2,450 per month",103 m²,3 rooms,Upholstered
Flat Dublinstraat,3541 CD Utrecht (Leidsche Rijn-Centrum),"€2,495 per month",94 m²,3 rooms,Furnished
Flat Huis te Zuylenlaan,3554 JE Utrecht (Schaakbuurt en omgeving),€875 per month,38 m²,2 rooms,Furnished
Flat Lange Nieuwstraat,3512 PD Utrecht (Lange Nieuwstraat en omgeving),"€2,142 per month",115 m²,3 rooms,Shell
Flat Kleine Slachtstraat,3512 BJ Utrecht (Breedstraat en Plompetorengracht en omgeving),"€2,250 per month",72 m²,3 rooms,
House Mendelssohnstraat,3533 XH Utrecht (Oog in Al),"€3,000 per month",143 m²,5 rooms,Furnished
Flat Aartsbisschop Romerostraat 483,3573 AR Utrecht (Voordorp en Voorveldsepolder),"€2,450 per month",95 m²,4 rooms,Upholstered
House Steenstraat,3572 SX Utrecht (Wittevrouwen),"€2,595 per month",110 m²,4 rooms,Furnished
House Lauwerecht,3515 GR Utrecht (Lauwerecht),"€3,150 per month",100 m²,4 rooms,Furnished
Flat Prinses Irenelaan 134,3554 HH Utrecht (Schaakbuurt en omgeving),"€2,500 per month",87 m²,3 rooms,Upholstered
Flat Jo Wüthrichlaan,3526 XX Utrecht (Transwijk-Zuid),"€1,950 per month",85 m²,3 rooms,Upholstered
Flat Eelderdiephof,3521 DL Utrecht (Dichterswijk),"€2,500 per month",95 m²,3 rooms,Upholstered
Flat Breedstraat,3512 TS Utrecht (Breedstraat en Plompetorengracht en omgeving),"€4,900 per month",160 m²,6 rooms,Furnished
Flat San Marinostraat,3541 DS Utrecht (Leidsche Rijn-Centrum),"€2,250 per month",90 m²,3 rooms,Furnished
Flat Vossegatselaan,3583 RS Utrecht (Schildersbuurt),"€2,350 per month",104 m²,4 rooms,
Flat Asselijnstraat,3521 TB Utrecht (Dichterswijk),"€2,450 per month",95 m²,3 rooms,
Flat Adriaen van Ostadelaan,3583 AJ Utrecht (Schildersbuurt),"€1,950 per month",70 m²,3 rooms,
